customer_state,total_payment_value,payment_count,principal_payment_type,total_freight,total_weight_g,total_volume_cm3,seller_state_count,category_count,principal_category_by_price,principal_seller_state_by_price,distancia_km
SP,222.02,1,debit_card,33.92,2400,69278,1,1,cama_mesa_banho,SP,11.343474
SP,27.49,1,credit_card,8.29,583,1320,1,1,beleza_saude,SP,14.05053
SP,101.14,1,credit_card,11.24,600,9477,1,1,utilidades_domesticas,SP,133.463171
SP,58.71,1,voucher,8.72,500,4800,1,1,esporte_lazer,SP,7.535749
SP,58.74,1,credit_card,12.79,300,3800,1,1,cama_mesa_banho,SP,300.58161
SP,221.78,1,credit_card,21.79,8750,49036,1,1,moveis_decoracao,PR,483.397496
SP,18.28,1,credit_card,7.39,300,2016,1,1,moveis_decoracao,SP,25.873113
SP,193.46,1,voucher,13.56,1750,21000,1,1,utilidades_domesticas,SP,42.538085
SP,94.77,1,credit_card,14.87,1225,18252,1,1,utilidades_domesticas,SP,198.040692
RJ,110.46,1,boleto,36.46,1950,25000,1,1,cama_mesa_banho,SP,743.49242
SP,164.61,1,credit_card,25.71,3800,18160,1,1,cama_mesa_banho,SP,53.815572
SP,113.14,1,credit_card,18.24,11350,51170,1,1,utilidades_domesticas,RJ,328.079756
SP,94.31,1,credit_card,9.41,750,11340,1,1,moveis_decoracao,SP,21.913912
RJ,69.13,1,credit_card,16.13,650,2560,1,1,cama_mesa_banho,SP,488.98025
SP,155.66,1,credit_card,17.16,1064,16380,1,1,esporte_lazer,RJ,344.414719
SP,85.81,1,credit_card,7.81,250,640,1,1,relogios_presentes,SP,16.63323
SP,29.78,1,boleto,12.79,200,5148,1,1,beleza_saude,SP,284.065623
SP,107.3,1,credit_card,18.2,967,9576,1,1,esporte_lazer,PR,330.561053
SP,183.8,1,debit_card,40.81,1750,8120,1,1,cama_mesa_banho,SP,309.573165
SP,33.17,1,credit_card,8.27,200,1872,1,1,relogios_presentes,SP,90.962793
SP,125.44,1,credit_card,13.44,584,2288,1,1,relogios_presentes,SP,294.819802
SP,61.16,1,credit_card,17.6,900,4256,1,1,utilidades_domesticas,SP,445.274342
SP,56.6,1,boleto,7.6,250,352,1,1,relogios_presentes,SP,109.805776
RJ,245.68,1,credit_card,15.78,300,1936,1,1,relogios_presentes,SP,410.058736
SP,34.71,1,boleto,12.81,350,5610,1,1,utilidades_domesticas,SP,378.356943
SP,80.52,1,credit_card,12.61,100,1408,1,1,informatica_acessorios,PR,553.492633
SP,42.47,1,credit_card,7.98,200,4312,1,1,beleza_saude,SP,9.236327
SP,146.49,1,boleto,19.86,1250,17052,1,1,utilidades_domesticas,MG,498.144597
SP,111.69,1,credit_card,11.79,1050,14440,1,1,cama_mesa_banho,SP,144.729237
SP,68.34,1,credit_card,9.34,600,1440,1,1,esporte_lazer,SP,29.813635
RJ,99.9,1,credit_card,0,584,2288,1,1,relogios_presentes,SP,510.920953
SP,78.64,1,credit_card,8.65,467,6006,1,1,brinquedos,SP,16.794663
SP,169.34,1,credit_card,26.44,1850,17364,1,1,cama_mesa_banho,SP,313.117915
SP,67.62,1,credit_card,12.72,1000,3696,1,1,moveis_decoracao,SP,89.776575
SP,119.66,1,credit_card,13.76,1225,19950,1,1,cama_mesa_banho,SP,219.998345
SP,171.55,1,credit_card,13.55,335,2992,1,1,relogios_presentes,SP,297.373287
SP,165.95,1,credit_card,15.95,5200,31500,1,1,moveis_decoracao,SP,30.835227
SP,522.74,1,boleto,24.74,2900,25200,1,1,moveis_decoracao,SP,6.219863
SP,48.72,1,credit_card,8.72,300,2000,1,1,cama_mesa_banho,SP,11.901308
SP,287.84,1,boleto,27.86,6450,12000,1,1,cama_mesa_banho,SP,292.556306
SP,241.48,1,boleto,21.58,10950,65660,1,1,utilidades_domesticas,SP,9.12504
SP,394.96,1,credit_card,24.98,2400,11025,1,1,moveis_decoracao,SP,12.999337
SP,47.79,1,credit_card,12.79,250,640,1,1,relogios_presentes,SP,540.955859
SP,75.07,1,boleto,15.17,3000,8349,1,1,moveis_decoracao,PR,331.353643
SP,204.07,1,credit_card,16.07,500,2112,1,1,relogios_presentes,PR,262.749826
RJ,202.06,1,credit_card,34.06,360,4420,1,1,informatica_acessorios,PR,895.886457
SP,96.92,1,credit_card,12.93,483,21204,1,1,informatica_acessorios,SP,398.366679
SP,74.16,1,credit_card,16.17,500,2800,1,1,beleza_saude,PR,493.368067
SP,41.84,1,credit_card,11.85,700,4576,1,1,moveis_decoracao,SP,157.405106
SP,65.71,1,boleto,12.71,650,2560,1,1,cama_mesa_banho,SP,292.766764
SP,21.75,1,boleto,11.85,100,2457,1,1,utilidades_domesticas,SP,285.165613
SP,187.34,1,credit_card,17.44,1600,10000,1,1,esporte_lazer,PR,340.483847
SP,27.29,1,boleto,12.79,411,6600,1,1,esporte_lazer,SP,216.83192
SP,70.15,1,credit_card,11.15,1500,7500,1,1,cama_mesa_banho,SP,77.600023
SP,38.01,1,credit_card,8.11,300,1200,1,1,beleza_saude,SP,125.580477
SP,94.76,1,credit_card,24.96,7400,64768,1,1,utilidades_domesticas,SP,45.317997
SP,79.33,1,credit_card,9.34,500,2268,1,1,brinquedos,SP,17.223874
SP,37.61,1,credit_card,7.71,250,1200,1,1,beleza_saude,SP,156.559714
RJ,185.94,1,credit_card,15.94,459,3276,1,1,relogios_presentes,SP,559.129224
RJ,74.16,1,credit_card,15.17,3100,14800,1,1,cama_mesa_banho,SP,443.454492
SP,60.73,1,boleto,11.73,4800,30492,1,1,utilidades_domesticas,SP,107.166051
SP,487.5,1,boleto,61.58,24800,110976,1,1,utilidades_domesticas,SP,2.366128
RJ,109.68,1,boleto,9.69,704,12650,1,1,brinquedos,RJ,2.135252
SP,536,1,credit_card,18,6600,4256,1,1,moveis_decoracao,SP,424.625191
RJ,59.47,1,credit_card,14.52,250,5566,1,1,brinquedos,SP,575.373226
SP,84.27,1,credit_card,15.28,450,1280,1,1,informatica_acessorios,SP,51.412436
SP,79.98,1,credit_card,11.98,350,11466,1,1,esporte_lazer,SP,377.343533
SP,61.75,1,credit_card,11.85,200,1232,1,1,brinquedos,SP,572.414177
SP,278.19,1,credit_card,28.19,13650,70875,1,1,moveis_decoracao,SP,45.713992
RJ,115.94,1,boleto,17.94,1625,49290,1,1,utilidades_domesticas,SP,289.846887
SP,54.36,1,boleto,16.11,583,8400,1,1,brinquedos,SP,722.978388
SP,628.37,1,boleto,78.37,30000,210000,1,1,beleza_saude,SP,44.755932
RJ,105.77,1,credit_card,16.59,750,18375,1,1,utilidades_domesticas,SP,362.942455
SP,61.19,1,credit_card,11.89,500,2700,1,1,informatica_acessorios,SP,284.213523
SP,61.36,1,credit_card,11.37,600,4096,1,1,utilidades_domesticas,SP,30.022203
SP,32.78,1,voucher,7.78,250,1320,1,1,utilidades_domesticas,SP,53.450389
SP,633.5,1,boleto,33.7,2176,19800,1,1,informatica_acessorios,PR,575.009977
SP,22.7,1,credit_card,7.71,100,720,1,1,beleza_saude,SP,143.705794
SP,99.8,1,credit_card,14.9,1550,20944,1,1,cama_mesa_banho,SP,294.556112
SP,98.61,1,credit_card,12.9,3050,27000,1,1,utilidades_domesticas,SP,102.993508
SP,263.18,1,boleto,14.18,292,2700,1,1,relogios_presentes,SP,295.44607
SP,61.6,1,credit_card,16.11,500,9216,1,1,moveis_decoracao,PR,679.061931
RJ,164.63,1,boleto,44.64,6550,8000,1,1,informatica_acessorios,MG,287.479493
SP,116.94,1,boleto,16.95,675,11088,1,1,brinquedos,RJ,393.163903
SP,225.66,1,boleto,25.66,720,10260,1,1,informatica_acessorios,PR,386.866244
SP,42.4,1,credit_card,8.4,350,3825,1,1,moveis_decoracao,SP,32.291173
SP,58.38,1,credit_card,12.48,225,2431,1,1,esporte_lazer,PR,538.0058
SP,548.03,1,credit_card,68.13,5400,40320,1,1,brinquedos,SP,252.133398
SP,48.69,1,credit_card,12.79,374,4312,1,1,esporte_lazer,SP,285.791303
SP,120.31,1,credit_card,13.41,550,5940,1,1,beleza_saude,SP,495.843796
SP,141.32,1,credit_card,12.32,444,4480,1,1,relogios_presentes,SP,294.90721
SP,102.08,1,boleto,32.18,12300,64000,1,1,moveis_decoracao,MG,149.481638
SP,55.01,1,voucher,15.11,900,2400,1,1,moveis_decoracao,PR,369.770946
SP,152.77,1,credit_card,13.77,3700,32175,1,1,moveis_decoracao,SP,232.639499
SP,157.6,1,credit_card,11.65,2000,5760,1,1,beleza_saude,SP,53.236507
RJ,113.44,1,credit_card,14.44,250,640,1,1,relogios_presentes,SP,363.751599
SP,164.32,1,boleto,28.12,2050,9600,1,1,cama_mesa_banho,SP,288.599581
SP,125.44,1,credit_card,13.44,300,3402,1,1,esporte_lazer,SP,46.950465
SP,117.96,1,credit_card,7.64,150,990,1,1,beleza_saude,SP,105.123291
RJ,112.53,1,boleto,12.83,400,4752,1,1,esporte_lazer,MG,195.223596
SP,124.98,1,credit_card,18.99,6000,66600,1,1,utilidades_domesticas,SP,28.477288
SP,96.93,1,credit_card,13.94,700,27000,1,1,esporte_lazer,SP,320.900762
SP,30.1,1,boleto,15.1,255,3315,1,1,beleza_saude,PR,486.515751
SP,40.11,1,credit_card,8.11,1050,21875,1,1,utilidades_domesticas,SP,63.194953
SP,125.54,1,boleto,15.56,500,2464,1,1,brinquedos,SP,19.734415
SP,172.52,1,boleto,12.62,444,4480,1,1,relogios_presentes,SP,268.049519
SP,125.9,1,credit_card,12,3600,31200,1,1,moveis_decoracao,SP,18.232088
SP,69.69,1,credit_card,14.7,1050,4800,1,1,cama_mesa_banho,SP,321.704362
SP,59.17,1,credit_card,9.27,350,3344,1,1,utilidades_domesticas,SP,90.91287
RJ,89.07,1,credit_card,15.72,950,8866,1,1,moveis_decoracao,SP,458.82306
SP,347.58,1,credit_card,77.58,14500,76950,1,1,utilidades_domesticas,MG,545.931464
RJ,96.71,1,credit_card,16.81,1500,20000,1,1,brinquedos,SP,352.776462
SP,138.43,1,credit_card,13.53,300,3211,1,1,relogios_presentes,SP,286.978383
SP,168.06,1,credit_card,25.26,387,5136,1,1,informatica_acessorios,PR,546.453746
SP,96.59,1,credit_card,13.6,1400,16320,1,1,cama_mesa_banho,SP,291.868558
SP,73.34,1,credit_card,13.44,1650,45000,1,1,esporte_lazer,PR,666.566959
SP,220.04,1,credit_card,15.04,2900,12600,1,1,cama_mesa_banho,SP,14.659405
RJ,282.38,1,boleto,85.78,20200,153600,1,1,utilidades_domesticas,SP,364.332604
RJ,227.27,1,credit_card,22.27,2900,12600,1,1,cama_mesa_banho,SP,323.914489
RJ,85.15,1,credit_card,15.25,700,7072,1,1,moveis_decoracao,SP,367.679318
SP,73.12,1,credit_card,51.16,600,20944,1,1,esporte_lazer,SP,78.952914
SP,134.92,1,credit_card,17.12,14000,65988,1,1,utilidades_domesticas,SP,95.098971
SP,69.72,1,credit_card,21.82,1800,7224,1,1,moveis_decoracao,PR,357.213719
SP,81.73,1,credit_card,11.73,6038,54332,1,1,cama_mesa_banho,SP,8.102685
SP,76.77,1,credit_card,7.78,50,528,1,1,esporte_lazer,SP,25.723892
RJ,113.52,1,credit_card,13.53,1500,8000,1,1,brinquedos,RJ,52.07114
SP,52.85,1,boleto,11.85,183,4608,1,1,esporte_lazer,SP,348.656975
SP,265.12,1,credit_card,15.22,3150,23322,1,1,cama_mesa_banho,SP,127.55964
SP,96.01,1,boleto,26.11,12300,64000,1,1,moveis_decoracao,MG,147.70494
RJ,850.56,1,credit_card,20.57,725,2850,1,1,relogios_presentes,SP,383.616548
SP,303.86,1,credit_card,43.96,12200,102816,1,1,moveis_decoracao,PR,486.19103
SP,46.77,1,credit_card,6.78,350,3800,1,1,cama_mesa_banho,SP,314.329775
SP,35.36,1,credit_card,7.46,150,1360,1,1,beleza_saude,SP,10.433432
SP,29.17,1,credit_card,9.27,250,7200,1,1,utilidades_domesticas,SP,2.682623
SP,118.98,1,credit_card,13.08,1600,4500,1,1,cama_mesa_banho,SP,231.928827
SP,107.76,1,credit_card,17.76,900,56350,1,1,moveis_decoracao,SP,21.696166
SP,38.78,1,boleto,8.88,500,5625,1,1,utilidades_domesticas,SP,136.30124
SP,61.48,1,credit_card,12.48,850,27000,1,1,moveis_decoracao,SP,71.960081
SP,112.09,1,credit_card,12.19,1050,14440,1,1,cama_mesa_banho,SP,132.867457
RJ,376.61,1,credit_card,17.61,350,1760,1,1,relogios_presentes,SP,360.166755
SP,85.75,1,credit_card,12.85,900,2400,1,1,moveis_decoracao,SP,311.892143
SP,75.21,1,credit_card,9.21,550,960,1,1,utilidades_domesticas,SP,84.805347
SP,82.33,1,boleto,12.43,2600,15000,1,1,moveis_decoracao,SP,32.778553
SP,135.77,1,boleto,13.87,1350,4374,1,1,beleza_saude,SP,292.738617
SP,527.23,1,credit_card,16.24,400,4180,1,1,relogios_presentes,SP,283.873494
SP,40.75,1,credit_card,11.85,450,4800,1,1,cama_mesa_banho,SP,225.73658
SP,195.94,1,voucher,13.62,600,2112,1,1,esporte_lazer,SP,385.166597
SP,118.57,1,credit_card,18.58,350,11200,1,1,beleza_saude,MG,443.138604
SP,197.02,1,credit_card,17.02,836,23940,1,1,brinquedos,MG,270.769939
SP,54,1,credit_card,14.1,200,8000,1,1,informatica_acessorios,MG,489.502763
SP,150.04,1,boleto,15.04,1600,31500,1,1,esporte_lazer,SP,362.519818
RJ,41.38,1,credit_card,16.11,442,4480,1,1,brinquedos,SP,485.969848
SP,41.69,1,credit_card,12.79,333,3120,1,1,cama_mesa_banho,SP,294.483662
SP,182.34,1,boleto,38.37,2550,7680,1,1,cama_mesa_banho,SP,302.62984
SP,332.73,1,credit_card,13.73,346,2340,1,1,relogios_presentes,SP,172.246634
SP,152.99,1,credit_card,57.99,19700,176400,1,1,moveis_decoracao,SP,24.46145
SP,102.12,1,credit_card,12.13,250,3960,1,1,beleza_saude,SP,64.720164
SP,39.38,1,credit_card,12.48,800,4608,1,1,beleza_saude,PR,497.28008
SP,48.29,1,boleto,7.39,250,1760,1,1,esporte_lazer,SP,94.951361
SP,99.43,1,credit_card,9.44,250,3960,1,1,beleza_saude,SP,27.305797
SP,117.37,1,credit_card,11.37,400,5760,1,1,beleza_saude,SP,6.580063
SP,88.58,1,credit_card,18.59,281,2688,1,1,brinquedos,MG,569.910782
SP,32.7,1,boleto,12.8,178,3366,1,1,beleza_saude,SP,328.308002
SP,72.66,1,credit_card,12.76,1150,11286,1,1,cama_mesa_banho,SP,315.394055
SP,108.34,1,credit_card,23.44,800,9135,1,2,cama_mesa_banho,SP,303.054433
SP,17.38,1,voucher,7.39,200,2200,1,1,esporte_lazer,SP,78.830491
SP,200.74,1,credit_card,10.74,1000,7650,1,1,informatica_acessorios,SP,54.620865
SP,313.11,1,credit_card,13.12,1500,9000,1,1,brinquedos,SP,18.618475
SP,123.69,1,credit_card,13.79,1300,9000,1,1,cama_mesa_banho,SP,351.647477
SP,27.77,1,credit_card,7.78,100,4500,1,1,beleza_saude,SP,12.482965
SP,92.8,1,credit_card,12.9,950,11550,1,1,brinquedos,SP,171.484188
SP,36.78,1,credit_card,7.78,200,352,1,1,relogios_presentes,SP,27.81166
SP,456,1,credit_card,16.1,100,6912,1,1,informatica_acessorios,PR,556.328451
SP,50.56,1,credit_card,15.56,510,11400,1,1,informatica_acessorios,SP,14.981914
SP,496.45,1,boleto,96.55,30000,252000,1,1,utilidades_domesticas,SP,217.987713
SP,66.78,1,credit_card,7.78,300,640,1,1,relogios_presentes,SP,26.200456
SP,70.07,1,credit_card,13.97,950,9450,1,1,cama_mesa_banho,SP,363.40383
RJ,133.06,1,boleto,18.06,1300,13068,1,1,esporte_lazer,SP,511.44951
SP,35.85,1,credit_card,7.46,100,1360,1,1,beleza_saude,SP,24.294474
SP,138.62,1,credit_card,9.72,675,4830,1,1,beleza_saude,SP,11.757284
RJ,94.67,1,credit_card,10.67,1383,20000,1,1,cama_mesa_banho,SP,581.191124
SP,98,1,credit_card,12.1,725,3450,1,1,beleza_saude,SP,90.447264
SP,264.06,1,credit_card,24.08,1774,26400,1,1,brinquedos,SP,73.467606
SP,194.8,1,credit_card,17,420,3672,1,1,beleza_saude,MG,477.42997
RJ,236.54,1,credit_card,16.64,400,5808,1,1,beleza_saude,SP,344.678516
SP,141.8,1,credit_card,13.24,1350,4096,1,1,esporte_lazer,SP,304.889219
SP,106.16,1,credit_card,16.26,1383,20000,1,1,cama_mesa_banho,SP,118.835805
SP,99.35,1,credit_card,14.36,2200,30000,1,1,utilidades_domesticas,SP,22.450724
SP,58.71,1,boleto,8.72,1600,17500,1,1,beleza_saude,SP,61.159568
SP,83.34,1,credit_card,9.44,1168,21114,1,1,brinquedos,SP,87.114808
SP,78.64,1,credit_card,8.65,450,1280,1,1,informatica_acessorios,SP,51.177359
RJ,54.52,1,credit_card,14.52,1700,3703,1,1,moveis_decoracao,MG,202.046969
SP,181.68,1,boleto,12.68,6450,8000,1,1,esporte_lazer,SP,257.1397
SP,89.31,1,credit_card,9.31,1250,27000,1,1,moveis_decoracao,SP,143.191438
SP,95.44,1,credit_card,23.46,2500,24000,1,1,cama_mesa_banho,SP,30.158841
SP,90.58,1,credit_card,15.68,4250,40947,1,1,utilidades_domesticas,SP,111.055714
RJ,145.47,1,credit_card,64.47,10350,84525,1,1,moveis_decoracao,SP,346.204213
SP,92.49,1,credit_card,12.69,245,3724,1,1,informatica_acessorios,PR,489.159103
RJ,73.15,1,credit_card,16.16,875,18000,1,1,cama_mesa_banho,SP,576.028998
SP,59.91,1,credit_card,13.71,975,3420,1,1,beleza_saude,SP,421.458902
SP,85.41,1,credit_card,7.41,250,640,1,1,relogios_presentes,SP,94.644192
SP,53.76,1,credit_card,13.86,1900,8000,1,1,moveis_decoracao,SP,118.422707
SP,105.73,1,credit_card,15.74,1650,15000,1,1,cama_mesa_banho,SP,277.014818
SP,66.38,1,debit_card,7.39,200,3960,1,1,beleza_saude,SP,65.297381
SP,33.72,1,credit_card,8.72,400,8000,1,1,cama_mesa_banho,SP,4.588901
RJ,81.43,1,debit_card,9.43,850,6300,1,1,esporte_lazer,RJ,16.902456
RJ,144.54,1,credit_card,15.65,584,2288,1,1,relogios_presentes,SP,521.139693
SP,149.19,1,credit_card,13.29,2100,4500,1,1,cama_mesa_banho,SP,270.802408
RJ,55.01,1,credit_card,15.11,800,35200,1,1,cama_mesa_banho,MG,322.185336
SP,224.39,1,credit_card,14.49,342,3510,1,1,relogios_presentes,SP,291.938312
RJ,88.29,1,credit_card,22.39,173,2808,1,1,informatica_acessorios,PR,877.091634
SP,64.24,1,credit_card,9.34,1100,10500,1,1,utilidades_domesticas,SP,102.322105
SP,238.11,1,credit_card,19.11,1150,18000,1,1,moveis_decoracao,PR,354.742198
SP,70.76,1,voucher,24.96,1000,14520,1,1,esporte_lazer,PR,633.927291
SP,61.79,1,credit_card,12.79,550,7935,1,1,cama_mesa_banho,SP,195.439669
SP,132.03,1,credit_card,12.04,887,13200,1,1,brinquedos,SP,57.539737
SP,108.72,1,credit_card,32.22,1166,16800,1,1,brinquedos,SP,656.443324
SP,319.05,1,credit_card,54.05,11400,38475,1,1,utilidades_domesticas,MG,545.234065
SP,93.04,1,credit_card,13.14,1150,3080,1,1,cama_mesa_banho,SP,140.660412
SP,129.84,1,credit_card,17.04,1207,12600,1,1,esporte_lazer,PR,347.540838
RJ,266.4,1,credit_card,16.5,200,8000,1,1,esporte_lazer,SP,555.193674
RJ,120.84,1,credit_card,22.4,200,4096,1,1,informatica_acessorios,PR,862.149813
SP,21.71,1,boleto,8.72,250,4375,1,1,moveis_decoracao,SP,12.667525
SP,71.37,1,credit_card,18.47,150,1056,1,1,relogios_presentes,RJ,338.910164
SP,26.61,1,credit_card,7.71,200,2375,1,1,utilidades_domesticas,SP,86.790713
SP,44.26,1,credit_card,8.27,250,4160,1,1,utilidades_domesticas,SP,54.201382
SP,74.97,1,credit_card,26.97,600,78660,1,1,utilidades_domesticas,SP,17.078932
SP,117.97,1,credit_card,13.07,1064,9120,1,1,esporte_lazer,SP,144.608842
SP,201.65,1,credit_card,17.85,1100,7200,1,1,esporte_lazer,SP,85.722809
SP,183.47,1,boleto,9.57,983,12180,1,1,esporte_lazer,SP,4.813973
SP,82.92,1,credit_card,13.92,7550,42875,1,1,moveis_decoracao,SP,135.471116
SP,213.93,1,credit_card,46.96,12350,174625,1,1,moveis_decoracao,SP,85.696296
SP,58.61,1,credit_card,8.72,500,6050,1,1,cama_mesa_banho,SP,27.371728
SP,175.87,1,credit_card,15.87,2300,5280,1,1,beleza_saude,RJ,426.517402
SP,61.1,1,boleto,16.11,1300,18870,1,1,cama_mesa_banho,RJ,387.568686
SP,94.86,1,credit_card,8.96,808,12600,1,1,brinquedos,SP,14.711242
RJ,156.73,1,credit_card,16.74,1000,10800,1,1,beleza_saude,SP,273.842265
SP,57.98,1,credit_card,12.98,225,6992,1,1,informatica_acessorios,SP,300.966552
SP,35.86,1,voucher,10.96,700,24000,1,1,moveis_decoracao,SP,294.643291
SP,165.96,1,boleto,26.16,5200,30000,1,1,moveis_decoracao,SP,17.605565
SP,114.03,1,boleto,68.13,150,2816,1,1,esporte_lazer,SP,215.920246
SP,33.99,1,credit_card,9.09,200,600,1,1,cama_mesa_banho,SP,150.309206
SP,136.7,1,credit_card,15.7,1150,7650,1,1,esporte_lazer,PR,462.318789
SP,62.65,1,debit_card,7.65,380,2431,1,1,beleza_saude,SP,44.09411
SP,52.68,1,boleto,7.78,200,1232,1,1,brinquedos,SP,17.9573
SP,36.34,1,credit_card,16.54,400,1700,1,1,esporte_lazer,SP,96.307533
RJ,52.92,1,credit_card,17.93,1100,14375,1,1,moveis_decoracao,SP,392.716785
SP,138.36,1,credit_card,18.46,4450,5712,1,1,moveis_decoracao,MG,115.024071
SP,228.89,1,credit_card,8.89,710,6930,1,1,informatica_acessorios,SP,99.630594
SP,52.77,1,credit_card,7.78,200,1408,1,1,brinquedos,SP,40.43756
SP,41.75,1,credit_card,11.85,250,6804,1,1,esporte_lazer,SP,236.13779
SP,23.39,1,credit_card,7.39,50,2420,1,1,esporte_lazer,SP,92.326919
SP,222.06,1,credit_card,17.06,2300,9261,1,1,esporte_lazer,SP,362.798571
SP,82.33,1,credit_card,12.43,2600,15000,1,1,moveis_decoracao,SP,42.72502
RJ,198.12,1,credit_card,19.13,292,1632,1,1,relogios_presentes,SP,518.599249
SP,69.24,1,credit_card,9.34,900,6880,1,1,moveis_decoracao,SP,52.309728
SP,112.39,1,credit_card,12.83,180,2210,1,1,informatica_acessorios,PR,531.274794
SP,90.99,1,credit_card,12.99,200,3584,1,1,informatica_acessorios,SP,311.68022
SP,90.89,1,boleto,12.89,1350,12000,1,1,moveis_decoracao,SP,145.468673
SP,101.23,1,credit_card,11.24,250,3960,1,1,beleza_saude,SP,252.728545
SP,220.64,1,credit_card,20.74,4200,27993,1,1,cama_mesa_banho,SP,536.74146
SP,558.89,1,credit_card,58.9,6550,32400,1,1,brinquedos,RJ,351.413204
SP,97.8,1,credit_card,17.81,2200,7812,1,1,esporte_lazer,MG,818.504849
SP,75.58,1,boleto,25.58,1250,16896,1,1,beleza_saude,SP,366.481893
SP,262.66,1,credit_card,24.66,3200,10416,1,1,informatica_acessorios,SP,356.506306
SP,138.92,1,boleto,18.92,3500,18900,1,1,beleza_saude,SP,513.298222
SP,58.9,1,debit_card,13.9,650,8736,1,1,cama_mesa_banho,SP,301.631643
RJ,109.22,1,credit_card,9.23,483,5244,1,1,brinquedos,RJ,25.308482
SP,58.06,1,credit_card,14.78,226,2700,1,1,esporte_lazer,SP,9.04544
RJ,606.04,1,credit_card,74.04,4000,48000,1,1,esporte_lazer,SP,351.59349
SP,92.9,1,credit_card,12.9,700,3840,1,1,beleza_saude,SP,296.831893
SP,62.91,1,credit_card,13.01,350,4320,1,1,utilidades_domesticas,SP,418.544421
SP,36.78,1,credit_card,7.78,200,352,1,1,relogios_presentes,SP,4.543827
SP,282.18,1,debit_card,62.28,11850,43808,1,1,moveis_decoracao,MG,468.27351
RJ,89.88,1,credit_card,19.98,2600,15000,1,1,moveis_decoracao,SP,371.109115
RJ,189.37,1,credit_card,40.37,6550,8000,1,1,informatica_acessorios,MG,343.195425
SP,45.95,1,credit_card,10.96,400,1600,1,1,moveis_decoracao,SP,137.748275
SP,94.4,1,boleto,9.41,900,6732,1,1,beleza_saude,SP,96.919614
SP,52.72,1,boleto,17.6,800,12000,1,1,brinquedos,SP,431.352415
SP,63.71,1,voucher,13.71,900,12500,1,1,cama_mesa_banho,SP,311.259401
RJ,122.1,1,credit_card,30.2,700,7600,1,1,cama_mesa_banho,SP,592.197437
SP,24.68,1,credit_card,7.78,200,2112,1,1,cama_mesa_banho,SP,27.898366
SP,553.71,1,credit_card,31.9,2317,19308,1,1,informatica_acessorios,SP,76.689451
SP,100.62,1,credit_card,13.63,2800,23328,1,1,brinquedos,SP,133.775982
SP,102.03,1,credit_card,12.13,1383,20000,1,1,cama_mesa_banho,SP,311.324132
SP,20.28,1,credit_card,7.78,150,5984,1,1,esporte_lazer,SP,23.258007
SP,120.72,1,credit_card,22.72,1300,31250,1,1,moveis_decoracao,SP,24.188366
RJ,106.78,1,credit_card,16.88,1500,20000,1,1,brinquedos,SP,350.587266
SP,173.46,1,credit_card,13.56,500,23625,1,1,cama_mesa_banho,SP,224.548101
SP,123.37,1,credit_card,14.37,3200,20000,1,1,cama_mesa_banho,SP,71.795604
SP,38.01,1,credit_card,8.11,300,1200,1,1,beleza_saude,SP,140.217304
SP,92.8,1,credit_card,12.9,1400,23625,1,1,cama_mesa_banho,SP,297.319419
SP,156.05,1,boleto,16.24,1600,75600,1,1,esporte_lazer,MG,545.982157
SP,54.36,1,credit_card,16.11,583,8400,1,1,brinquedos,SP,550.759239
SP,56.78,1,credit_card,7.78,200,640,1,1,relogios_presentes,SP,20.233488
SP,89.91,1,boleto,7.92,207,2652,1,1,informatica_acessorios,SP,91.706257
RJ,91.19,1,credit_card,31.21,950,7184,1,1,cama_mesa_banho,SP,611.46727
SP,39.24,1,boleto,9.34,500,5625,1,1,utilidades_domesticas,SP,15.834304
SP,104.37,1,credit_card,14.38,300,2464,1,1,relogios_presentes,RJ,351.570842
SP,50.72,1,credit_card,15.74,200,11664,1,1,beleza_saude,SP,50.752152
SP,123.89,1,boleto,11.99,2550,31320,1,1,moveis_decoracao,SP,26.451611
RJ,104.56,1,credit_card,15.38,750,18375,1,1,utilidades_domesticas,SP,361.678077
RJ,99.9,1,credit_card,0,584,2288,1,1,relogios_presentes,SP,498.460634
SP,53.07,1,boleto,13.08,2550,62350,1,1,utilidades_domesticas,SP,9.437146
SP,134.47,1,credit_card,14.57,2500,5712,1,1,moveis_decoracao,MG,119.756993
SP,188.05,1,credit_card,38.56,1400,6000,1,1,beleza_saude,SP,151.02685
SP,173.68,1,credit_card,13.78,245,3536,1,1,utilidades_domesticas,SP,338.692186
RJ,40,1,credit_card,15.1,200,1872,1,1,relogios_presentes,SP,419.61238
SP,69.73,1,credit_card,12.74,850,18000,1,1,cama_mesa_banho,SP,286.98734
SP,91.03,1,credit_card,21.13,5200,31050,1,1,utilidades_domesticas,SP,114.779348
SP,1036.74,1,credit_card,21.74,1400,6545,1,2,beleza_saude,SP,3.342595
SP,172.92,1,credit_card,13.02,3975,23736,1,1,cama_mesa_banho,SP,25.460604
SP,113.34,1,credit_card,13.65,2200,30000,1,1,utilidades_domesticas,SP,399.40675
RJ,337.5,1,credit_card,18,4089,186048,1,1,cama_mesa_banho,MG,255.293852
SP,183.52,1,credit_card,13.62,1950,10098,1,1,cama_mesa_banho,SP,157.386679
SP,22.99,1,credit_card,17.09,1600,2299,1,1,esporte_lazer,MG,619.108564
SP,148.79,1,credit_card,18.79,200,1080,1,1,beleza_saude,RJ,682.059165
